dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,As of Population,Cases change,Death Change,Measures
18/05/2020,18,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Social Distancing and Wearing Masks Enforced
17/05/2020,17,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Social Distancing and Wearing Masks Enforced
16/05/2020,16,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
15/05/2020,15,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
14/05/2020,14,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
13/05/2020,13,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
12/05/2020,12,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
11/05/2020,11,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
10/05/2020,10,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
09/05/2020,9,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
08/05/2020,8,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
07/05/2020,7,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
06/05/2020,6,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
05/05/2020,5,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
04/05/2020,4,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
03/05/2020,3,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
02/05/2020,2,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
01/05/2020,1,5,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
30/04/2020,30,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
29/04/2020,29,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
28/04/2020,28,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
27/04/2020,27,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0,0,0,0,Lockdown
26/04/2020,26,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.01394806,0,0,0,Lockdown
25/04/2020,25,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.04184418,0,0,0,Lockdown
24/04/2020,24,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.04184418,0,0,0,Lockdown
23/04/2020,23,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.05579224,0,0,0,Lockdown
22/04/2020,22,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.09763642,0,0,0,Lockdown
21/04/2020,21,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.09763642,0,0,0,Lockdown
20/04/2020,20,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.11158448,0,0,0,Lockdown
19/04/2020,19,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.12553254,0,0,0,Lockdown
18/04/2020,18,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.12553254,0,0,0,Lockdown
17/04/2020,17,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.12553254,0,0,0,Lockdown
16/04/2020,16,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.12553254,0,0,0,Lockdown
15/04/2020,15,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.1394806,0,0,0,Lockdown
14/04/2020,14,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.1394806,0,0,0,Lockdown
13/04/2020,13,4,2020,1,0,Laos,LA,LAO,7169456,Asia,0.18132478,1.39481E-07,1,0,Lockdown
12/04/2020,12,4,2020,2,0,Laos,LA,LAO,7169456,Asia,0.16737672,2.78961E-07,1,0,Lockdown
11/04/2020,11,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.1394806,0,-2,0,Lockdown
10/04/2020,10,4,2020,1,0,Laos,LA,LAO,7169456,Asia,0.1394806,1.39481E-07,1,0,Lockdown
09/04/2020,9,4,2020,3,0,Laos,LA,LAO,7169456,Asia,0.18132478,4.18442E-07,2,0,Lockdown
08/04/2020,8,4,2020,0,0,Laos,LA,LAO,7169456,Asia,0.1394806,0,-3,0,Lockdown
07/04/2020,7,4,2020,1,0,Laos,LA,LAO,7169456,Asia,0.16737672,1.39481E-07,1,0,Lockdown
06/04/2020,6,4,2020,1,0,Laos,LA,LAO,7169456,Asia,,1.39481E-07,0,0,Lockdown
05/04/2020,5,4,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,-1,0,Lockdown
04/04/2020,4,4,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,0,0,Lockdown
03/04/2020,3,4,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,0,0,Lockdown
02/04/2020,2,4,2020,1,0,Laos,LA,LAO,7169456,Asia,,1.39481E-07,1,0,Lockdown
01/04/2020,1,4,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,-1,0,Lockdown
31/03/2020,31,3,2020,3,0,Laos,LA,LAO,7169456,Asia,,4.18442E-07,3,0,Lockdown
30/03/2020,30,3,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,-3,0,Lockdown
29/03/2020,29,3,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,0,0,Social Distancing and Wearing Masks Enforced
28/03/2020,28,3,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,0,0,Social Distancing and Wearing Masks Enforced
27/03/2020,27,3,2020,4,0,Laos,LA,LAO,7169456,Asia,,5.57922E-07,4,0,Social Distancing and Wearing Masks Enforced
26/03/2020,26,3,2020,0,0,Laos,LA,LAO,7169456,Asia,,0,-4,0,Social Distancing and Wearing Masks Enforced
25/03/2020,25,3,2020,2,0,Laos,LA,LAO,7169456,Asia,,2.78961E-07,2,0,Social Distancing and Wearing Masks Enforced
