countriesAndTerritories,As of Population,continentExp,,,,,,,,,,,,,,,,,,,
Afghanistan,3.54873E-06,Asia,,,,Row Labels,Average of As of Population,,,,,,,,,,,,,,
Afghanistan,5.25738E-06,Asia,,,,Afghanistan,3.75479E-06,,countriesAndTerritories,As of Population,Ranking,,Row Labels,Average of As of Population,,,,,,,
Afghanistan,2.05826E-05,Asia,,,,Slovakia,7.89738E-05,,North_Macedonia,9.95134E-05,174,,America,2.69696E-05,,,,,,,
Afghanistan,2.00043E-05,Asia,,,,Slovenia,0.000151464,,France,9.98995E-05,175,,Haiti,3.14569E-06,,,,,,,
Afghanistan,1.74545E-05,Asia,,,,Solomon_Islands,4.61453E-07,,Austria,0.00010002,176,,America,3.14569E-06,,,,,,,
Afghanistan,1.46155E-05,Asia,,,,Somalia,1.10639E-06,,Colombia,0.000100385,177,,Holy_See,0.000118155,,,,,,,
Afghanistan,1.72442E-05,Asia,,,,South_Africa,5.06693E-05,,Kuwait,0.000100708,178,,Europe,0.000118155,,,,,,,
Afghanistan,1.96363E-05,Asia,,,,South_Korea,2.23123E-06,,Poland,0.00010158,179,,Honduras,4.24713E-05,,,,,,,
Afghanistan,1.79802E-05,Asia,,,,South_Sudan,1.15951E-06,,Spain,0.000105431,180,,America,4.24713E-05,,,,,,,
Afghanistan,1.42475E-05,Asia,,,,Spain,0.000105431,,Costa_Rica,0.000105445,181,,Hungary,9.52058E-05,,,,,,,
Afghanistan,1.5115E-05,Asia,,,,Sri_Lanka,4.10034E-06,,Sint_Maarten,0.00010575,182,,Europe,9.52058E-05,,,,,,,
Afghanistan,2.07929E-05,Asia,,,,Sudan,1.73102E-06,,Chile,0.000106196,183,,Iceland,4.47054E-05,,,,,,,
Afghanistan,1.5299E-05,Asia,,,,Suriname,3.45707E-05,,Bosnia_and_Herzegovina,0.000106943,184,,Europe,4.47054E-05,,,,,,,
Afghanistan,2.40525E-05,Asia,,,,Sweden,8.43574E-05,,Moldova,0.000107208,185,,India,2.07125E-05,,,,,,,
Afghanistan,2.06878E-05,Asia,,,,Switzerland,0.000121146,,Peru,0.000108448,186,,Asia,2.07125E-05,,,,,,,
Afghanistan,1.99255E-05,Asia,,,,Syria,1.91844E-06,,Croatia,0.000111079,187,,Indonesia,6.41558E-06,,,,,,,
Afghanistan,1.99518E-05,Asia,,,,Taiwan,8.77836E-08,,Portugal,0.000112171,188,,Asia,6.41558E-06,,,,,,,
Afghanistan,1.43264E-05,Asia,,,,Tajikistan,6.01899E-06,,Argentina,0.000118075,189,,Iran,3.71399E-05,,,,,,,
Afghanistan,1.78751E-05,Asia,,,,Thailand,1.75325E-07,,Holy_See,0.000118155,190,,Asia,3.71399E-05,,,,,,,
Afghanistan,2.27645E-05,Asia,,,,Timor_Leste,9.11522E-08,,Gibraltar,0.000118449,191,,Iraq,4.21366E-05,,,,,,,
Afghanistan,1.63767E-05,Asia,,,,Togo,1.42993E-06,,Israel,0.000119771,192,,Asia,4.21366E-05,,,,,,,
Afghanistan,1.52464E-05,Asia,,,,Trinidad_and_Tobago,1.78741E-05,,Switzerland,0.000121146,193,,Ireland,4.43966E-05,,,,,,,
Afghanistan,1.64293E-05,Asia,,,,Tunisia,3.26683E-05,,Serbia,0.000122205,194,,Europe,4.43966E-05,,,,,,,
Afghanistan,1.72968E-05,Asia,,,,Turkey,2.48528E-05,,Georgia,0.000127576,195,,Isle_of_Man,1.65685E-05,,,,,,,
Afghanistan,1.55356E-05,Asia,,,,Turks_and_Caicos_islands,7.66331E-05,,Puerto_Rico,0.000133373,196,,Europe,1.65685E-05,,,,,,,
Afghanistan,1.53516E-05,Asia,,,,Uganda,2.04932E-06,,United_States_of_America,0.000133639,197,,Israel,0.000119771,,,,,,,
Afghanistan,2.05564E-05,Asia,,,,Ukraine,6.98489E-05,,Liechtenstein,0.000137605,198,,Asia,0.000119771,,,,,,,
Afghanistan,1.41949E-05,Asia,,,,United_Arab_Emirates,5.39933E-05,,Armenia,0.000144965,199,,Italy,8.43925E-05,,,,,,,
Afghanistan,1.39583E-05,Asia,,,,United_Kingdom,7.61198E-05,,Qatar,0.000145177,200,,Europe,8.43925E-05,,,,,,,
Afghanistan,1.29332E-05,Asia,,,,United_Republic_of_Tanzania,3.27427E-08,,Belgium,0.000150408,201,,Jamaica,1.40548E-05,,,,,,,
Afghanistan,1.52727E-05,Asia,,,,United_States_of_America,0.000133639,,Slovenia,0.000151464,202,,America,1.40548E-05,,,,,,,
Afghanistan,1.07251E-05,Asia,,,,United_States_Virgin_Islands,6.17862E-05,,Czechia,0.000151579,203,,Japan,3.78917E-06,,,,,,,
Afghanistan,6.88717E-06,Asia,,,,Uruguay,8.35163E-06,,San_Marino,0.000151875,204,,Asia,3.78917E-06,,,,,,,
Afghanistan,0,Asia,,,,Uzbekistan,8.38045E-06,,Panama,0.000155138,205,,Jersey,5.11098E-05,,,,,,,
Afghanistan,2.7943E-05,Asia,,,,Vanuatu,1.14988E-07,,Bahrain,0.000156394,206,,Europe,5.11098E-05,,,,,,,
Afghanistan,2.97042E-06,Asia,,,,Venezuela,1.37384E-05,,Guam,0.000157886,207,,Jordan,8.99423E-05,,,,,,,
Afghanistan,6.80831E-06,Asia,,,,Vietnam,4.18623E-08,,Aruba,0.000178938,208,,Asia,8.99423E-05,,,,,,,
Afghanistan,7.36033E-06,Asia,,,,Wallis_and_Futuna,#DIV/0!,,Luxembourg,0.00018543,209,,Kazakhstan,3.62797E-05,,,,,,,
Afghanistan,7.49177E-06,Asia,,,,Western_Sahara,5.76805E-06,,French_Polynesia,0.000206381,210,,Asia,3.62797E-05,,,,,,,
Afghanistan,9.69987E-06,Asia,,,,Yemen,3.42351E-07,,Montenegro,0.000235687,211,,Kenya,6.25371E-06,,,,,,,
Afghanistan,6.70316E-06,Asia,,,,Zambia,3.78086E-06,,Andorra,0.000345234,212,,Africa,6.25371E-06,,,,,,,
Afghanistan,5.65168E-06,Asia,,,,Zimbabwe,2.82226E-06,,Cases_on_an_international_conveyance_Japan,#DIV/0!,,,Kosovo,9.00317E-05,,,,,,,
Afghanistan,4.49506E-06,Asia,,,,Grand Total,#DIV/0!,,Wallis_and_Futuna,#DIV/0!,,,Europe,9.00317E-05,,,,,,,
Afghanistan,4.4162E-06,Asia,,,,,,,,,,,Kuwait,0.000100708,,,,,,,
Afghanistan,8.67468E-06,Asia,,,,,,,,,,,Asia,0.000100708,,,,,,,
Afghanistan,4.99451E-06,Asia,,,,,,,,,,,Kyrgyzstan,4.45396E-05,,,,,,,
Afghanistan,6.17742E-06,Asia,,,,,,,,,,,Asia,4.45396E-05,,,,,,,
Afghanistan,3.52245E-06,Asia,,,,,,,,,,,Laos,2.1995E-08,,,,,,,
Afghanistan,4.31105E-06,Asia,,,,,,,,,,,Asia,2.1995E-08,,,,,,,
Afghanistan,5.83569E-06,Asia,,,,,,,,,,,Latvia,4.14126E-05,,,,,,,
Afghanistan,3.207E-06,Asia,,,,,,,,,,,Europe,4.14126E-05,,,,,,,
Afghanistan,3.25958E-06,Asia,,,,,,,,,,,Lebanon,5.95154E-05,,,,,,,
Afghanistan,4.52135E-06,Asia,,,,,,,,,,,Asia,5.95154E-05,,,,,,,
Afghanistan,1.78751E-06,Asia,,,,,,,,,,,Lesotho,4.84037E-06,,,,,,,
Afghanistan,2.94413E-06,Asia,,,,,,,,,,,Africa,4.84037E-06,,,,,,,
Afghanistan,1.84008E-06,Asia,,,,,,,,,,,Liberia,1.26661E-06,,,,,,,
Afghanistan,2.76012E-06,Asia,,,,,,,,,,,Africa,1.26661E-06,,,,,,,
Afghanistan,2.2081E-06,Asia,,,,,,,,,,,Libya,4.99314E-05,,,,,,,
Afghanistan,1.6035E-06,Asia,,,,,,,,,,,Africa,4.99314E-05,,,,,,,
Afghanistan,9.20042E-07,Asia,,,,,,,,,,,Liechtenstein,0.000137605,,,,,,,
Afghanistan,2.31325E-06,Asia,,,,,,,,,,,Europe,0.000137605,,,,,,,
Afghanistan,1.65607E-06,Asia,,,,,,,,,,,Lithuania,8.58032E-05,,,,,,,
Afghanistan,1.34063E-06,Asia,,,,,,,,,,,Europe,8.58032E-05,,,,,,,
Afghanistan,2.62869E-07,Asia,,,,,,,,,,,Luxembourg,0.00018543,,,,,,,
Afghanistan,1.84008E-06,Asia,,,,,,,,,,,Europe,0.00018543,,,,,,,
Afghanistan,1.28806E-06,Asia,,,,,,,,,,,Madagascar,2.45973E-06,,,,,,,
Afghanistan,1.52464E-06,Asia,,,,,,,,,,,Africa,2.45973E-06,,,,,,,
Afghanistan,1.36692E-06,Asia,,,,,,,,,,,Malawi,1.29411E-06,,,,,,,
Afghanistan,8.93755E-07,Asia,,,,,,,,,,,Africa,1.29411E-06,,,,,,,
Afghanistan,9.72615E-07,Asia,,,,,,,,,,,Malaysia,6.85178E-06,,,,,,,
Afghanistan,1.6035E-06,Asia,,,,,,,,,,,Asia,6.85178E-06,,,,,,,
Afghanistan,1.47207E-06,Asia,,,,,,,,,,,Maldives,9.07315E-05,,,,,,,
Afghanistan,7.88607E-07,Asia,,,,,,,,,,,Asia,9.07315E-05,,,,,,,
Afghanistan,9.98902E-07,Asia,,,,,,,,,,,Mali,1.039E-06,,,,,,,
Afghanistan,7.6232E-07,Asia,,,,,,,,,,,Africa,1.039E-06,,,,,,,
Afghanistan,9.20042E-07,Asia,,,,,,,,,,,Malta,7.79757E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,7.79757E-05,,,,,,,
Afghanistan,1.13034E-06,Asia,,,,,,,,,,,Marshall_Islands,1.61994E-06,,,,,,,
Afghanistan,6.83459E-07,Asia,,,,,,,,,,,Oceania,1.61994E-06,,,,,,,
Afghanistan,6.57173E-07,Asia,,,,,,,,,,,Mauritania,7.92102E-06,,,,,,,
Afghanistan,7.09746E-07,Asia,,,,,,,,,,,Africa,7.92102E-06,,,,,,,
Afghanistan,2.10295E-07,Asia,,,,,,,,,,,Mauritius,1.53063E-06,,,,,,,
Afghanistan,3.94304E-07,Asia,,,,,,,,,,,Africa,1.53063E-06,,,,,,,
Afghanistan,4.2059E-07,Asia,,,,,,,,,,,Mexico,2.68839E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,2.68839E-05,,,,,,,
Afghanistan,8.67468E-07,Asia,,,,,,,,,,,Moldova,0.000107208,,,,,,,
Afghanistan,5.25738E-08,Asia,,,,,,,,,,,Europe,0.000107208,,,,,,,
Afghanistan,1.57721E-07,Asia,,,,,,,,,,,Monaco,5.88166E-05,,,,,,,
Afghanistan,2.62869E-07,Asia,,,,,,,,,,,Europe,5.88166E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Mongolia,1.02931E-06,,,,,,,
Afghanistan,5.25738E-08,Asia,,,,,,,,,,,Asia,1.02931E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Montenegro,0.000235687,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,0.000235687,,,,,,,
Afghanistan,2.62869E-08,Asia,,,,,,,,,,,Montserrat,9.90376E-06,,,,,,,
Afghanistan,1.31435E-07,Asia,,,,,,,,,,,America,9.90376E-06,,,,,,,
Afghanistan,1.57721E-07,Asia,,,,,,,,,,,Morocco,3.82949E-05,,,,,,,
Afghanistan,7.88607E-08,Asia,,,,,,,,,,,Africa,3.82949E-05,,,,,,,
Afghanistan,7.88607E-08,Asia,,,,,,,,,,,Mozambique,2.05797E-06,,,,,,,
Afghanistan,7.88607E-08,Asia,,,,,,,,,,,Africa,2.05797E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Myanmar,7.18501E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,7.18501E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Namibia,2.27135E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Africa,2.27135E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Nepal,2.56238E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,2.56238E-05,,,,,,,
Afghanistan,2.62869E-08,Asia,,,,,,,,,,,Netherlands,9.55575E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,9.55575E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,New_Caledonia,4.82264E-07,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Oceania,4.82264E-07,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,New_Zealand,1.07771E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Oceania,1.07771E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Nicaragua,3.38119E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,3.38119E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Niger,3.22878E-07,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Africa,3.22878E-07,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Nigeria,1.04578E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Africa,1.04578E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,North_Macedonia,9.95134E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,9.95134E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Northern_Mariana_Islands,7.77589E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Oceania,7.77589E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Norway,2.10545E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,2.10545E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Oman,7.43097E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,7.43097E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Pakistan,5.78744E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,5.78744E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Palestine,8.39016E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,8.39016E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Panama,0.000155138,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,0.000155138,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Papua_New_Guinea,2.95223E-07,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Oceania,2.95223E-07,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Paraguay,4.64963E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,4.64963E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Peru,0.000108448,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,0.000108448,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Philippines,1.20101E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,1.20101E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Poland,0.00010158,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,0.00010158,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Portugal,0.000112171,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,0.000112171,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Puerto_Rico,0.000133373,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,0.000133373,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Qatar,0.000145177,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Asia,0.000145177,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Romania,7.879E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,7.879E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Russia,4.99744E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,4.99744E-05,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Rwanda,1.82942E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Africa,1.82942E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Saint_Kitts_and_Nevis,1.82695E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,1.82695E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Saint_Lucia,5.47061E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,5.47061E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Saint_Vincent_and_the_Grenadines,3.01405E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,America,3.01405E-06,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,San_Marino,0.000151875,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Europe,0.000151875,,,,,,,
Afghanistan,0,Asia,,,,,,,,,,,Sao_Tome_and_Principe,1.9075E-05,,,,,,,
Albania,0.000263063,Europe,,,,,,,,,,,Africa,1.9075E-05,,,,,,,
Albania,0.000242801,Europe,,,,,,,,,,,Saudi_Arabia,3.75607E-05,,,,,,,
Albania,0.000293457,Europe,,,,,,,,,,,Asia,3.75607E-05,,,,,,,
Albania,0.000295553,Europe,,,,,,,,,,,Senegal,3.69363E-06,,,,,,,
Albania,0.000279832,Europe,,,,,,,,,,,Africa,3.69363E-06,,,,,,,
Albania,0.000273195,Europe,,,,,,,,,,,Serbia,0.000122205,,,,,,,
Albania,0.000246294,Europe,,,,,,,,,,,Europe,0.000122205,,,,,,,
Albania,0.000290662,Europe,,,,,,,,,,,Seychelles,6.97232E-06,,,,,,,
Albania,0.00019459,Europe,,,,,,,,,,,Africa,6.97232E-06,,,,,,,
Albania,0.00029171,Europe,,,,,,,,,,,Sierra_Leone,1.22828E-06,,,,,,,
Albania,0.000190398,Europe,,,,,,,,,,,Africa,1.22828E-06,,,,,,,
Albania,0.000225333,Europe,,,,,,,,,,,Singapore,2.91061E-05,,,,,,,
Albania,0.000229176,Europe,,,,,,,,,,,Asia,2.91061E-05,,,,,,,
Albania,0.000224984,Europe,,,,,,,,,,,Sint_Maarten,0.00010575,,,,,,,
Albania,0.000259919,Europe,,,,,,,,,,,America,0.00010575,,,,,,,
Albania,0.000277736,Europe,,,,,,,,,,,Slovakia,7.89738E-05,,,,,,,
Albania,0.000197385,Europe,,,,,,,,,,,Europe,7.89738E-05,,,,,,,
Albania,0.000257474,Europe,,,,,,,,,,,Slovenia,0.000151464,,,,,,,
Albania,0.00029206,Europe,,,,,,,,,,,Europe,0.000151464,,,,,,,
Albania,0.000274592,Europe,,,,,,,,,,,Solomon_Islands,4.61453E-07,,,,,,,
Albania,0.000248391,Europe,,,,,,,,,,,Oceania,4.61453E-07,,,,,,,
Albania,0.000242452,Europe,,,,,,,,,,,Somalia,1.10639E-06,,,,,,,
Albania,0.000210311,Europe,,,,,,,,,,,Africa,1.10639E-06,,,,,,,
Albania,0.000208564,Europe,,,,,,,,,,,South_Africa,5.06693E-05,,,,,,,
Albania,0.000185856,Europe,,,,,,,,,,,Africa,5.06693E-05,,,,,,,
Albania,0.000171183,Europe,,,,,,,,,,,South_Korea,2.23123E-06,,,,,,,
Albania,0.000143235,Europe,,,,,,,,,,,Asia,2.23123E-06,,,,,,,
Albania,0.000177122,Europe,,,,,,,,,,,South_Sudan,1.15951E-06,,,,,,,
Albania,0.000196686,Europe,,,,,,,,,,,Africa,1.15951E-06,,,,,,,
Albania,0.000183411,Europe,,,,,,,,,,,Spain,0.000105431,,,,,,,
Albania,0.000175026,Europe,,,,,,,,,,,Europe,0.000105431,,,,,,,
Albania,0.00017293,Europe,,,,,,,,,,,Sri_Lanka,4.10034E-06,,,,,,,
Albania,0.000170834,Europe,,,,,,,,,,,Asia,4.10034E-06,,,,,,,
Albania,0.000147078,Europe,,,,,,,,,,,Sudan,1.73102E-06,,,,,,,
Albania,0.000138344,Europe,,,,,,,,,,,Africa,1.73102E-06,,,,,,,
Albania,0.000133104,Europe,,,,,,,,,,,Suriname,3.45707E-05,,,,,,,
Albania,0.000112143,Europe,,,,,,,,,,,America,3.45707E-05,,,,,,,
Albania,0.000114239,Europe,,,,,,,,,,,Sweden,8.43574E-05,,,,,,,
Albania,8.41943E-05,Europe,,,,,,,,,,,Europe,8.43574E-05,,,,,,,
Albania,0.000111444,Europe,,,,,,,,,,,Switzerland,0.000121146,,,,,,,
Albania,9.60723E-05,Europe,,,,,,,,,,,Europe,0.000121146,,,,,,,
Albania,0.000108649,Europe,,,,,,,,,,,Syria,1.91844E-06,,,,,,,
Albania,9.92165E-05,Europe,,,,,,,,,,,Asia,1.91844E-06,,,,,,,
Albania,0.000100614,Europe,,,,,,,,,,,Taiwan,8.77836E-08,,,,,,,
Albania,0.000104457,Europe,,,,,,,,,,,Asia,8.77836E-08,,,,,,,
Albania,0.000105505,Europe,,,,,,,,,,,Tajikistan,6.01899E-06,,,,,,,
Albania,0.000106902,Europe,,,,,,,,,,,Asia,6.01899E-06,,,,,,,
Albania,0.000105505,Europe,,,,,,,,,,,Thailand,1.75325E-07,,,,,,,
Albania,0.000103758,Europe,,,,,,,,,,,Asia,1.75325E-07,,,,,,,
Albania,0.000105156,Europe,,,,,,,,,,,Timor_Leste,9.11522E-08,,,,,,,
Albania,0.000103059,Europe,,,,,,,,,,,Asia,9.11522E-08,,,,,,,
Albania,9.81684E-05,Europe,,,,,,,,,,,Togo,1.42993E-06,,,,,,,
Albania,9.53736E-05,Europe,,,,,,,,,,,Africa,1.42993E-06,,,,,,,
Albania,0.000100963,Europe,,,,,,,,,,,Trinidad_and_Tobago,1.78741E-05,,,,,,,
Albania,8.97839E-05,Europe,,,,,,,,,,,America,1.78741E-05,,,,,,,
Albania,7.09188E-05,Europe,,,,,,,,,,,Tunisia,3.26683E-05,,,,,,,
Albania,6.35824E-05,Europe,,,,,,,,,,,Africa,3.26683E-05,,,,,,,
Albania,5.97395E-05,Europe,,,,,,,,,,,Turkey,2.48528E-05,,,,,,,
Albania,5.86915E-05,Europe,,,,,,,,,,,Europe,2.48528E-05,,,,,,,
Albania,5.76434E-05,Europe,,,,,,,,,,,Turks_and_Caicos_islands,7.66331E-05,,,,,,,
Albania,5.83421E-05,Europe,,,,,,,,,,,America,7.66331E-05,,,,,,,
Albania,5.90408E-05,Europe,,,,,,,,,,,Uganda,2.04932E-06,,,,,,,
Albania,5.65953E-05,Europe,,,,,,,,,,,Africa,2.04932E-06,,,,,,,
Albania,5.51979E-05,Europe,,,,,,,,,,,Ukraine,6.98489E-05,,,,,,,
Albania,5.0307E-05,Europe,,,,,,,,,,,Europe,6.98489E-05,,,,,,,
Albania,5.20537E-05,Europe,,,,,,,,,,,United_Arab_Emirates,5.39933E-05,,,,,,,
Albania,5.31018E-05,Europe,,,,,,,,,,,Asia,5.39933E-05,,,,,,,
Albania,5.55473E-05,Europe,,,,,,,,,,,United_Kingdom,7.61198E-05,,,,,,,
Albania,5.48486E-05,Europe,,,,,,,,,,,Europe,7.61198E-05,,,,,,,
Albania,4.57654E-05,Europe,,,,,,,,,,,United_Republic_of_Tanzania,3.27427E-08,,,,,,,
Albania,4.43679E-05,Europe,,,,,,,,,,,Africa,3.27427E-08,,,,,,,
Albania,4.61147E-05,Europe,,,,,,,,,,,United_States_of_America,0.000133639,,,,,,,
Albania,3.70315E-05,Europe,,,,,,,,,,,America,0.000133639,,,,,,,
Albania,3.77302E-05,Europe,,,,,,,,,,,United_States_Virgin_Islands,6.17862E-05,,,,,,,
Albania,4.33199E-05,Europe,,,,,,,,,,,America,6.17862E-05,,,,,,,
Albania,4.68134E-05,Europe,,,,,,,,,,,Uruguay,8.35163E-06,,,,,,,
Albania,4.22718E-05,Europe,,,,,,,,,,,America,8.35163E-06,,,,,,,
Albania,4.57654E-05,Europe,,,,,,,,,,,Uzbekistan,8.38045E-06,,,,,,,
Albania,5.24031E-05,Europe,,,,,,,,,,,Asia,8.38045E-06,,,,,,,
Albania,5.55473E-05,Europe,,,,,,,,,,,Vanuatu,1.14988E-07,,,,,,,
Albania,5.34511E-05,Europe,,,,,,,,,,,Oceania,1.14988E-07,,,,,,,
Albania,4.36692E-05,Europe,,,,,,,,,,,Venezuela,1.37384E-05,,,,,,,
Albania,4.61147E-05,Europe,,,,,,,,,,,America,1.37384E-05,,,,,,,
Albania,5.0307E-05,Europe,,,,,,,,,,,Vietnam,4.18623E-08,,,,,,,
Albania,5.31018E-05,Europe,,,,,,,,,,,Asia,4.18623E-08,,,,,,,
Albania,5.83421E-05,Europe,,,,,,,,,,,Wallis_and_Futuna,#DIV/0!,,,,,,,
Albania,5.86915E-05,Europe,,,,,,,,,,,Oceania,#DIV/0!,,,,,,,
Albania,5.7294E-05,Europe,,,,,,,,,,,Western_Sahara,5.76805E-06,,,,,,,
Albania,5.6246E-05,Europe,,,,,,,,,,,Africa,5.76805E-06,,,,,,,
Albania,5.44992E-05,Europe,,,,,,,,,,,Yemen,3.42351E-07,,,,,,,
Albania,5.27524E-05,Europe,,,,,,,,,,,Asia,3.42351E-07,,,,,,,
Albania,5.1355E-05,Europe,,,,,,,,,,,Zambia,3.78086E-06,,,,,,,
Albania,5.27524E-05,Europe,,,,,,,,,,,Africa,3.78086E-06,,,,,,,
Albania,5.34511E-05,Europe,,,,,,,,,,,Zimbabwe,2.82226E-06,,,,,,,
Albania,4.71628E-05,Europe,,,,,,,,,,,Africa,2.82226E-06,,,,,,,
Albania,4.29705E-05,Europe,,,,,,,,,,,Grand Total,#DIV/0!,,,,,,,
Albania,4.05251E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.26212E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,3.24899E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.64641E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,3.52847E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,2.93457E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,3.91276E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.44992E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.86915E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.38005E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,6.2185E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.31018E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.44992E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.31018E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.41499E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.51979E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.41499E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.15731E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.19225E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.99576E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.10057E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,5.38005E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.92589E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.89095E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.36692E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.75121E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.33199E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.71628E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.43679E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.85602E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,4.5416E-05,Europe,,,,,,,,,,,,,,,,,,,
Albania,3.52847E-05,Europe,,,,,,,,,,,,,,,,,,,
